HumanEval_ID,Name,FunctionCall,Predicted,Actual,Matched,Distance
HumanEval/1,separate_paren_groups,"('(()()) ((())) () ((())()())',)",[],"[14, 15, 16, 18, 19, 20, 21, 18, 19, 20, 21, 18, 19, 22, 23, 24, 26, 18, 19, 20, 21, 18, 19, 22, 23, 24, 26, 18, 19, 22, 23, 24, 26, 27, 28, 18, 19, 22, 18, 19, 20, 21, 18, 19, 20, 21, 18, 19, 20, 21, 18, 19, 22, 23, 24, 26, 18, 19, 22, 23, 24, 26, 18, 19, 22, 23, 24, 26, 27, 28, 18, 19, 22, 18, 19, 20, 21, 18, 19, 22, 23, 24, 26, 27, 28, 18, 19, 22, 18, 19, 20, 21, 18, 19, 20, 21, 18, 19, 20, 21, 18, 19, 22, 23, 24, 26, 18, 19, 22, 23, 24, 26, 18, 19, 20, 21, 18, 19, 22, 23, 24, 26, 18, 19, 20, 21, 18, 19, 22, 23, 24, 26, 18, 19, 22, 23, 24, 26, 27, 28, 18, 30]",False,0.0
HumanEval/10,make_palindrome,'x',"[21, 22, 25, 26, 27, 3, 5, 6, 28, 27, 3, 5, 6, 30]","[22, 25, 27, 6, 30]",False,0.5441176470588235
HumanEval/10,make_palindrome,'jerry',"[21, 22, 25, 26, 27, 6, 28, 27, 6, 28, 27, 6, 28, 27, 6, 28, 27, 6, 30]","[22, 25, 27, 6, 28, 27, 6, 28, 27, 6, 28, 27, 6, 28, 27, 6, 30]",False,0.9398496240601504
HumanEval/10,make_palindrome,'xyx',"[21, 22, 23, 25, 26, 27, 30]","[22, 25, 27, 6, 30]",False,0.7608695652173914
HumanEval/10,make_palindrome,'xyz',"[21, 22, 25, 26, 27, 5, 6, 28, 27, 5, 6, 28, 27, 5, 6, 30, 5, 6, 5, 6]","[22, 25, 27, 6, 28, 27, 6, 28, 27, 6, 30]",False,0.7363636363636363
HumanEval/10,make_palindrome,'',"[21, 22, 23]","[22, 23]",False,0.7894736842105263
HumanEval/100,make_a_pile,"(3,)",[18],"[18, 18, 18, 18, 18]",False,0.30434782608695654
HumanEval/100,make_a_pile,"(4,)",[18],"[18, 18, 18, 18, 18, 18]",False,0.25925925925925924
HumanEval/100,make_a_pile,"(5,)",[18],"[18, 18, 18, 18, 18, 18, 18]",False,0.22580645161290322
HumanEval/100,make_a_pile,"(6,)","[18, 18, 18, 18, 18, 18, 18, 18]","[18, 18, 18, 18, 18, 18, 18, 18]",True,1.0
HumanEval/100,make_a_pile,"(8,)",[18],"[18, 18, 18, 18, 18, 18, 18, 18, 18, 18]",False,0.16279069767441862
HumanEval/101,words_string,"""One, two, three, four, five, six""","[12, 16, 18, 21, 22, 18, 19, 20, 24, 25]","[13, 16, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 24, 25]",False,0.17607223476297967
HumanEval/101,words_string,"""""","[13, 14]","[13, 14]",True,1.0
HumanEval/101,words_string,"""One,, two, three, four, five, six,""","[16, 18, 22, 18, 22, 18, 22, 18, 20, 18, 20, 18, 22, 18, 22, 18, 22, 18, 22, 18, 22, 18, 22, 18, 22, 18, 22, 18, 22, 18, 24, 25]","[13, 16, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 24, 25]",False,0.14594594594594595
HumanEval/101,words_string,"""Hi, my name""","[12, 15, 17, 21, 22, 17, 21, 22, 17, 21, 22, 17, 21, 22, 17, 19, 20, 17, 21, 22, 17, 21, 22, 17, 21, 22, 17, 21, 22, 17, 21, 22, 17, 21, 22, 17, 24, 25]","[13, 16, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 24, 25]",False,0.1485148514851485
HumanEval/101,words_string,"""ahmed     , gamal""","[18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 23, 25]","[13, 16, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 24, 25]",False,0.0391644908616188
HumanEval/101,words_string,"""Hi, my name is John""","[12, 18, 19, 20, 18, 22, 18, 22, 18, 22, 18, 22, 18, 22, 18, 22, 18, 22, 18, 22, 18, 22, 18, 23, 25]","[13, 16, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 24, 25]",False,0.2478386167146974
HumanEval/102,choose_num,"7, 7","[13, 17, 18]","[13, 15, 17, 18]",False,0.8518518518518519
HumanEval/102,choose_num,"33, 12354","[13, 15, 16]","[13, 15, 16]",True,1.0
HumanEval/102,choose_num,"5234, 5233","[13, 15, 17, 19]","[13, 14]",False,0.6086956521739131
HumanEval/102,choose_num,"6, 29","[13, 15, 17, 19]","[13, 15, 17, 19]",True,1.0
HumanEval/102,choose_num,"27, 10","[13, 14]","[13, 14]",True,1.0
HumanEval/102,choose_num,"546, 546","[12, 17, 18]","[13, 15, 16]",False,0.8695652173913043
HumanEval/102,choose_num,"13, 12","[13, 14]","[13, 14]",True,1.0
HumanEval/102,choose_num,"12, 15","[13, 15, 17, 19]","[13, 15, 17, 19]",True,1.0
HumanEval/103,rounded_avg,"1, 5","[15, 17, 18, 19, 18, 19, 18, 19, 18, 19, 18, 20]","[15, 17, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 20]",False,0.9223300970873787
HumanEval/103,rounded_avg,"7, 13","[15, 17, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 20]","[15, 17, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 20]",False,0.8373983739837398
HumanEval/103,rounded_avg,"964,977","[17, 18, 19 (repeated 14 times), 20]","[15, 17, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 20]",False,0.2822085889570552
HumanEval/103,rounded_avg,"996,997","[17, 18, 19, 18, 19, 20]","[15, 17, 18, 19, 18, 19, 18, 20]",False,0.8545454545454545
HumanEval/103,rounded_avg,"197,233",[20],"[15, 17, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 20]",False,0.022222222222222223
HumanEval/103,rounded_avg,"7, 5","[15, 16]","[15, 16]",True,1.0
HumanEval/103,rounded_avg,"5, 1","[15, 17, 18, 19, 18, 19, 18, 19, 18, 19, 18, 20]","[15, 16]",False,0.2545454545454545
HumanEval/103,rounded_avg,"5, 5","[15, 17, 18, 19, 20]","[15, 17, 18, 19, 18, 20]",False,0.9069767441860465
HumanEval/104,unique_digits,"[12345, 2033, 111, 151]","[16, 17, 18, 17, 18, 19, 17, 18, 19, 17, 20]","[16, 17, 18, 18, 18, 17, 18, 18, 17, 18, 18, 18, 18, 18, 19, 17, 18, 18, 18, 18, 18, 19, 17, 20]",False,0.6258992805755396
HumanEval/104,unique_digits,"[15, 33, 1422, 1]","[16, 17, 18, 19, 17, 18, 19, 17, 18, 17, 18, 19, 20]","[16, 17, 18, 18, 18, 18, 19, 17, 18, 18, 18, 18, 19, 17, 18, 18, 18, 17, 18, 18, 18, 19, 17, 20]",False,0.7006802721088435
HumanEval/104,unique_digits,"[152, 323, 1422, 10]","[16, 17, 18, 17, 18, 17, 18, 17, 18, 20]","[16, 17, 18, 18, 18, 18, 17, 18, 18, 18, 17, 18, 18, 18, 17, 18, 18, 18, 17, 20]",False,0.6554621848739496
HumanEval/104,unique_digits,"[135, 103, 31]","[16, 17, 18, 19, 17, 18, 17, 18, 19, 20]","[16, 17, 18, 18, 18, 18, 18, 19, 17, 18, 18, 18, 17, 18, 18, 18, 18, 19, 17, 20]",False,0.6638655462184874
HumanEval/105,by_length,"[2, 1, 1, 4, 5, 8, 2, 3]","[37, 38, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 44]","[27, 28, 29, 30, 31, 32, 33, 34, 35, 26, 37, 38, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 44]",False,0.6651982378854625
HumanEval/105,by_length,"[1, -1 , 55]","[37, 39, 40, 42, 43, 39, 40, 41, 39, 40, 42, 43, 44]","[27, 28, 29, 30, 31, 32, 33, 34, 35, 26, 37, 38, 39, 40, 41, 42, 43, 39, 40, 41, 39, 40, 41, 42, 43, 39, 44]",False,0.6477987421383647
HumanEval/105,by_length,"[1, -1, 3, 2]","[37, 38, 39, 41, 39, 41, 39, 41, 39, 42, 43, 44]","[27, 28, 29, 30, 31, 32, 33, 34, 35, 26, 37, 38, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 40, 41, 42, 43, 39, 44]",False,0.5408805031446541
HumanEval/105,by_length,"[9, 4, 8]","[37, 39, 40, 41, 39, 40, 41, 39, 40, 41, 44]","[27, 28, 29, 30, 31, 32, 33, 34, 35, 26, 37, 38, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 44]",False,0.6444444444444445
HumanEval/105,by_length,[],"[37, 38, 44]","[27, 28, 29, 30, 31, 32, 33, 34, 35, 26, 37, 38, 39, 44]",False,0.34328358208955223
HumanEval/106,f,5,"[14, 19, 20, 21, 22, 14, 15, 16, 17, 18, 14, 19, 20, 21, 22, 14, 15, 16, 17, 18, 14, 19, 20, 21, 22]","[13, 14, 15, 20, 21, 21, 22, 14, 15, 16, 17, 17, 17, 18, 14, 15, 20, 21, 21, 21, 21, 22, 14, 15, 16, 17, 17, 17, 17, 17, 18, 14, 15, 20, 21, 21, 21, 21, 21, 21, 22, 14, 23]",False,0.7232472324723247
HumanEval/106,f,7,"[14, 19, 21, 21, 21, 21, 22, 14, 15, 17, 17, 18, 14, 19, 21, 21, 21, 22, 14, 15, 17, 17, 17, 17, 18, 14, 19, 21, 21, 21, 21, 21, 21, 22, 23]","[13, 14, 15, 20, 21, 21, 22, 14, 15, 16, 17, 17, 17, 18, 14, 15, 20, 21, 21, 21, 21, 22, 14, 15, 16, 17, 17, 17, 17, 17, 18, 14, 15, 20, 21, 21, 21, 21, 21, 21, 22, 14, 15, 16, 17, 17, 17, 17, 17, 17, 17, 18, 14, 15, 20, 21, 21, 21, 21, 21, 21, 21, 21, 22, 14, 23]",False,0.017369727047146403
HumanEval/106,f,1,"[12, 14, 15, 20, 21, 22, 23]","[13, 14, 15, 20, 21, 21, 22, 14, 23]",False,0.8571428571428571
HumanEval/106,f,3,"[14, 15, 20, 21, 21, 21, 22, 14, 15, 16, 17, 17, 18, 14, 15, 20, 21, 22, 23]","[13, 14, 15, 20, 21, 21, 22, 14, 15, 16, 17, 17, 17, 18, 14, 15, 20, 21, 21, 21, 21, 22, 14, 23]",False,0.8362573099415205
HumanEval/107,even_odd_palindrome,3,"[30, 31, 33, 34, 27, 28, 35, 33, 36, 27, 28, 33, 34, 27, 28, 35, 38]","[27, 30, 31, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 38]",False,0.5107913669064749
HumanEval/107,even_odd_palindrome,9,"[30, 31, 33, 34, 35, 33, 36, 33, 34, 33, 36, 33, 34, 33, 36, 33, 34, 33, 36, 38]","[27, 30, 31, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 38]",False,0.5637065637065637
HumanEval/107,even_odd_palindrome,19,"[33, 34, 27, 28, 35, 33, 36, 27, 28, 33, 36, 27, 28, 33, 36, 27, 28, 33, 36, 27, 28, 33, 36, 27, 28, 33, 36, 27, 28, 33, 36, 27, 28, 38]","[27, 30, 31, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 33, 34, 28, 35, 33, 34, 36, 28, 33, 34, 28, 36, 33, 34, 36, 28, 33, 34, 28, 36, 33, 34, 36, 28, 33, 34, 28, 36, 33, 34, 36, 28, 33, 34, 28, 36, 33, 38]",False,0.11368421052631579
HumanEval/107,even_odd_palindrome,1,"[30, 31, 33, 34, 27, 28, 38]","[27, 30, 31, 33, 34, 28, 35, 33, 38]",False,0.8253968253968254
HumanEval/107,even_odd_palindrome,12,"[33, 34, 27, 28, 35, 33, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 36, 27, 28, 37, 33, 34, ","[27, 30, 31, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 33, 34, 28, 35, 33, 34, 36, 28, 33, 38]",False,0.002008032128514056
HumanEval/107,even_odd_palindrome,25,"[33, 27, 28, 34, 35, 33, 27, 28, 34, 36, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 36, 37, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, 34, 35, 33, 27, 28, ","[27, 30, 31, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 33, 34, 28, 35, 33, 34, 36, 28, 33, 34, 28, 36, 33, 34, 36, 28, 33, 34, 28, 36, 33, 34, 36, 28, 33, 34, 28, 36, 33, 34, 36, 28, 33, 34, 28, 36, 33, 34, 36, 28, 33, 34, 28, 36, 33, 34, 36, 28, 37, 33, 34, 28, 36, 33, 34, 36, 28, 33, 34, 28, 36, 33, 38]",False,0.03924914675767918
HumanEval/108,count_nums,"[-1, -2, 0]","[14, 15, 16, 17, 18, 19, 14, 15, 16, 17, 18, 19, 14, 15, 16, 17, 18, 19, 20]","[14, 20, 20, 15, 16, 17, 17, 17, 18, 19, 20, 15, 16, 17, 17, 17, 18, 19, 20, 15, 16, 17, 17, 17, 18, 19, 20, 20, 20, 20]",False,0.3641025641025641
HumanEval/108,count_nums,"[1, 6, 9, -6, 0, 1, 5]","[3, 20, 14, 15, 17, 18, 19, 14, 15, 17, 18, 19, 14, 15, 16, 17, 18, 19, 14, 15, 17, 18, 19, 14, 15, 17, 18, 19, 14, 15, 17, 18, 19, 14, 15, 17, 18, 19, 20]","[14, 20, 20, 15, 16, 17, 17, 17, 18, 19, 20, 15, 16, 17, 17, 17, 18, 19, 20, 15, 16, 17, 17, 17, 18, 19, 20, 15, 16, 17, 17, 17, 18, 19, 20, 15, 16, 17, 17, 17, 18, 19, 20, 15, 16, 17, 17, 17, 18, 19, 20, 15, 16, 17, 17, 17, 18, 19, 20, 20, 20, 20, 20, 20, 20, 20]",False,0.04784688995215311
HumanEval/108,count_nums,"[1, 100, 98, -7, 1, -1]","[15, 17, 18, 19, 15, 16, 17, 18, 19, 15, 17, 18, 19, 15, 16, 17, 18, 19, 15, 17, 18, 19, 15, 16, 17, 18, 19, 20]","[14, 20, 20, 15, 16, 17, 17, 17, 18, 19, 20, 15, 16, 17, 17, 17, 17, 17, 18, 19, 20, 15, 16, 17, 17, 17, 17, 18, 19, 20, 15, 16, 17, 17, 17, 18, 19, 20, 15, 16, 17, 17, 17, 18, 19, 20, 15, 16, 17, 17, 17, 18, 19, 20, 20, 20, 20, 20, 20, 20]",False,0.039886039886039885
HumanEval/108,count_nums,"[12, 23, 34, -45, -56, 0]","[5, 15, 17, 18, 19, 15, 17, 18, 19, 15, 17, 18, 19, 15, 17, 18, 19, 15, 17, 18, 19, 15, 17, 18, 19, 20]","[14, 20, 20, 15, 16, 17, 17, 17, 17, 18, 19, 20, 15, 16, 17, 17, 17, 17, 18, 19, 20, 15, 16, 17, 17, 17, 17, 18, 19, 20, 15, 16, 17, 17, 17, 17, 18, 19, 20, 15, 16, 17, 17, 17, 17, 18, 19, 20, 15, 16, 17, 17, 17, 18, 19, 20, 20, 20, 20, 20, 20, 20]",False,0.03428571428571429
HumanEval/108,count_nums,"[-0, 1**0]","[14, 15, 17, 18, 19, 17, 18, 19, 20]","[14, 20, 20, 15, 16, 17, 17, 17, 18, 19, 20, 15, 16, 17, 17, 17, 18, 19, 20, 20, 20]",False,0.5210084033613446
